address,full_address,Latitude,Longitude
259 ANG MO KIO AVE 2 SINGAPORE,"The Clover @ Kebun Baru, 259, Ang Mo Kio Avenue 2, Kebun Baru, Ang Mo Kio, Singapore, Central, 560259, Singapore",1.3685800499999998,103.83158468454434
101 ANG MO KIO AVE 3 SINGAPORE,"Ang Mo Kio Avenue 3, Ang Mo Kio, Singapore, Central, 560564, Singapore",1.3694176,103.8604291
620 BEDOK RESERVOIR RD SINGAPORE,"620, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470620, Singapore",1.3338653,103.91821965904623
18 BEDOK STH RD SINGAPORE,"Prime supermarket, 18, Bedok South Road, Bedok, Singapore, Southeast, 460018, Singapore",1.3210368,103.9347053
2 BEDOK STH AVE 1 SINGAPORE,"2, Bedok South Avenue 1, Bedok, Singapore, Southeast, 460002, Singapore",1.3212585,103.9332190782861
20 CHAI CHEE RD SINGAPORE,"Al-Haji, 20, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 461020, Singapore",1.3258283,103.923042
21 CHAI CHEE RD SINGAPORE,"21, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 461021, Singapore",1.32594485,103.92218540126314
59 CHAI CHEE RD SINGAPORE,"59, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 460059, Singapore",1.3248807999999999,103.92024657159259
58 CHAI CHEE DR SINGAPORE,"Chai Chee Drive, Chai Chee, Bedok, Southeast, 460058, Singapore",1.3261009,103.9192628
55 CHAI CHEE DR SINGAPORE,"New Hawa Restaurant, 55, Chai Chee Drive, Chai Chee, Bedok, Southeast, 460055, Singapore",1.3267231,103.91906
22 BEDOK STH AVE 1 SINGAPORE,"22, Bedok South Avenue 1, Bedok, Singapore, Southeast, 460022, Singapore",1.32282485,103.93280059318386
69 BEDOK STH AVE 3 SINGAPORE,"69, Bedok South Avenue 3, Bedok, Singapore, Southeast, 460069, Singapore",1.3193665,103.94372485043158
33 BEDOK STH AVE 2 SINGAPORE,"33, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460033, Singapore",1.3228103999999998,103.93905107774586
46 BEDOK STH AVE 3 SINGAPORE,"Bedok South Avenue 3, Simpang Bedok, Bedok, Southeast, 465489, Singapore",1.3251268,103.9444411
44 CHAI CHEE ST SINGAPORE,"44, Chai Chee Street, Chai Chee, Bedok, Singapore, Southeast, 461044, Singapore",1.32900105,103.92572373290868
702 BEDOK RESERVOIR RD SINGAPORE,"702, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470702, Singapore",1.33718775,103.91890683065095
615 BEDOK RESERVOIR RD SINGAPORE,"615, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470615, Singapore",1.3323588499999999,103.91599244405376
712 BEDOK RESERVOIR RD SINGAPORE,"712, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470712, Singapore",1.3359376,103.9225142964221
50 CHAI CHEE ST SINGAPORE,"50, Chai Chee Street, Chai Chee Gardens, Bedok, Singapore, Southeast, 461050, Singapore",1.3291873,103.92256707741845
54 CHAI CHEE ST SINGAPORE,"54, Chai Chee Street, Chai Chee Gardens, Bedok, Singapore, Southeast, 460054, Singapore",1.3293913000000002,103.9210537498026
606 BEDOK RESERVOIR RD SINGAPORE,"606, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470606, Singapore",1.3312877,103.91380602541814
616 BEDOK RESERVOIR RD SINGAPORE,"616, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470616, Singapore",1.33151925,103.91475622856922
15 BEDOK STH RD SINGAPORE,"Bedok Neighbourhood Police Post, 15, Bedok South Road, Bedok, Singapore, Southeast, 460015, Singapore",1.3209796,103.9360215
34 BEDOK STH AVE 2 SINGAPORE,"34, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460034, Singapore",1.32203725,103.93833085095972
36 BEDOK STH AVE 2 SINGAPORE,"36, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460036, Singapore",1.32161045,103.93840211560789
35 BEDOK STH AVE 2 SINGAPORE,"35, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460035, Singapore",1.32231235,103.93977340417518
41 BEDOK STH RD SINGAPORE,"41, Bedok South Road, Bedok, Singapore, Southeast, 460041, Singapore",1.3210293499999999,103.94074842191765
42 BEDOK STH RD SINGAPORE,"42, Bedok South Road, Bedok, Singapore, Southeast, 460042, Singapore",1.32146665,103.94077170863139
8 BEDOK STH AVE 2 SINGAPORE,"8, Bedok South Avenue 2, Bedok, Singapore, Southeast, 460008, Singapore",1.3228277,103.93616721822953
718 BEDOK RESERVOIR RD SINGAPORE,"718, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470718, Singapore",1.3368886999999998,103.92528330870982
724 BEDOK RESERVOIR RD SINGAPORE,"724, Bedok Reservoir Road, Reservoir View, Bedok, Singapore, Northeast, 470724, Singapore",1.337127,103.9284145827755
166 BEDOK STH AVE 3 SINGAPORE,"166, Bedok South Avenue 3, Siglap East, Bedok, Singapore, Southeast, 460166, Singapore",1.3200314,103.94518834849134
71 BEDOK STH RD SINGAPORE,"71, Bedok South Road, Bedok, Singapore, Southeast, 460071, Singapore",1.3204087,103.94270349832749
43 CHAI CHEE ST SINGAPORE,"43, Chai Chee Street, Chai Chee, Bedok, Singapore, Southeast, 461043, Singapore",1.3282612999999999,103.92543315194064
622 BEDOK RESERVOIR RD SINGAPORE,"622, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470622, Singapore",1.33405435,103.91685595002133
713 BEDOK RESERVOIR RD SINGAPORE,"713, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470713, Singapore",1.3366234000000001,103.92241945966447
609 BEDOK RESERVOIR RD SINGAPORE,"609, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470609, Singapore",1.3316626500000002,103.91229674042549
61 CHAI CHEE RD SINGAPORE,"61, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 460061, Singapore",1.3251396,103.920696930352
56 CHAI CHEE DR SINGAPORE,"Chai Chee Drive, Chai Chee, Bedok, Southeast, 456085, Singapore",1.3224399,103.9195654
165 BEDOK STH RD SINGAPORE,"165, Bedok South Road, Siglap East, Bedok, Singapore, Southeast, 460165, Singapore",1.3203038,103.94609228604814
710 BEDOK RESERVOIR RD SINGAPORE,"710, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470710, Singapore",1.3355491,103.92380117390078
613 BEDOK RESERVOIR RD SINGAPORE,"613, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470613, Singapore",1.33204135,103.917298667062
602 BEDOK RESERVOIR RD SINGAPORE,"602, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470602, Singapore",1.3293925,103.91174430354128
603 BEDOK RESERVOIR RD SINGAPORE,"603, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470603, Singapore",1.32993315,103.91232215060484
605 BEDOK RESERVOIR RD SINGAPORE,"605, Bedok Reservoir Road, Bedok, Singapore, Northeast, 470605, Singapore",1.33034395,103.91375190510742
112 BEDOK RESERVOIR RD SINGAPORE,"112, Bedok Reservoir Road, Eunos Vista, Bedok, Singapore, Northeast, 470112, Singapore",1.32967695,103.91035606477229
1 CHAI CHEE RD SINGAPORE,"1, Chai Chee Road, Ping-An Gardens, Bedok, Singapore, Southeast, 461001, Singapore",1.32802795,103.92220408106277
722 BEDOK RESERVOIR RD SINGAPORE,"722, Bedok Reservoir Road, Reservoir View, Bedok, Singapore, Northeast, 470722, Singapore",1.3366844,103.92835185451924
72 BEDOK STH AVE 3 SINGAPORE,"72, Bedok South Avenue 3, Siglap Lucky Valley, Bedok, Singapore, Southeast, 460072, Singapore",1.32035945,103.94366090677238
